id,word,best_rank,source_ids,status,chinese,category_hint,note,created_at,updated_at
"184163","magazines","1785","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184164","packages","1786","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184165","detail","1787","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184166","francisco","1788","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184167","laws","1789","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184168","changed","1790","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184169","heard","1792","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184170","begin","1793","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184171","individuals","1794","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184172","colorado","1795","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184173","royal","1796","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184174","switch","1798","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184175","russian","1799","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184176","largest","1800","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184177","african","1801","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184178","guy","1802","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184179","titles","1803","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184180","relevant","1804","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184181","guidelines","1805","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184182","justice","1806","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184183","connect","1807","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184184","bible","1808","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184185","dev","1809","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184186","basket","1811","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184187","applied","1812","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184188","weekly","1813","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184189","vol","1814","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184190","installation","1815","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184191","described","1816","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184192","demand","1817","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184193","pp","1818","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184194","suite","1819","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184195","vegas","1820","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184196","na","1821","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184197","chris","1823","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184198","attention","1824","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184199","advance","1825","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184200","skip","1826","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184201","diet","1827","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184202","army","1828","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184203","auction","1829","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184204","gear","1830","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184205","lee","1831","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184206","os","1832","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184207","difference","1833","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184208","allowed","1834","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184209","correct","1835","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184210","charles","1836","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184211","nation","1837","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184212","selling","1838","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"184213","lots","1839","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
